prompt,classes,answer_index
"Path, redirect_stderr = redirect_stderr, Path
def load_target_models(targets, model_str_or_path='umxhq', device='cpu', pretrained=True):
    """"""Core model loader

    target model path can be either <target>.pth, or <target>-sha256.pth
    (as used on torchub)

    The loader either loads the models from a known model string
    as registered in the __init__.py or loads from custom configs.
    """"""","["""""" 
    if isinstance(targets, str):
        targets = [targets]
    model_path = Path(model_str_or_path).expanduser()
    if (not model_path.exists()):
        try:
            hub_loader = getattr(openunmix, (model_str_or_path + '_spec'))
            err = io.StringIO()
            with redirect_stderr(err):
                return hub_loader(targets=targets, device=device, pretrained=pretrained)
            print(err.getvalue())
        except AttributeError:
            raise NameError('Model does not exist on torchhub')
    else:
        models = {}
        for target in targets:
            with open(Path(model_path, (target + '.json')), 'r') as stream:
                results = json.load(stream)
            target_model_path = next(Path(model_path).glob(('%s*.pth' % target)))
            state = torch.load(target_model_path, map_location=device)
            models[target] = model.OpenUnmix(nb_bins=((results['args']['nfft'] // 2) + 1), nb_channels=results['args']['nb_channels'], hidden_size=results['args']['hidden_size'], max_bin=state['input_mean'].shape[0])
            if pretrained:
                models[target].load_state_dict(state, strict=False)
            models[target].to(device)
        return models
"""""", """""" 
    if isinstance(targets, str):
        targets = [targets]
    model_path = redirect_stderr(model_str_or_path).expanduser()
    if (not model_path.exists()):
        try:
            hub_loader = getattr(openunmix, (model_str_or_path + '_spec'))
            err = io.StringIO()
            with Path(err):
                return hub_loader(targets=targets, device=device, pretrained=pretrained)
            print(err.getvalue())
        except AttributeError:
            raise NameError('Model does not exist on torchhub')
    else:
        models = {}
        for target in targets:
            with open(redirect_stderr(model_path, (target + '.json')), 'r') as stream:
                results = json.load(stream)
            target_model_path = next(redirect_stderr(model_path).glob(('%s*.pth' % target)))
            state = torch.load(target_model_path, map_location=device)
            models[target] = model.OpenUnmix(nb_bins=((results['args']['nfft'] // 2) + 1), nb_channels=results['args']['nb_channels'], hidden_size=results['args']['hidden_size'], max_bin=state['input_mean'].shape[0])
            if pretrained:
                models[target].load_state_dict(state, strict=False)
            models[target].to(device)
        return models
""""""]",1
"expand_args_fields, JsonIndexDatasetMapProviderV2 = JsonIndexDatasetMapProviderV2, expand_args_fields
def get_dataset_map(dataset_root: str, category: str, subset_name: str, n_known_frames_for_test: int=0) -> DatasetMap:
    """"""
    Obtain the dataset map that contains the train/val/test dataset objects.
    """"""","["""""" 
    expand_args_fields(JsonIndexDatasetMapProviderV2)
    dataset_map_provider = JsonIndexDatasetMapProviderV2(category=category, subset_name=subset_name, dataset_root=dataset_root, test_on_train=False, only_test_set=False, load_eval_batches=True, dataset_JsonIndexDataset_args=DictConfig({'remove_empty_masks': False}), n_known_frames_for_test=n_known_frames_for_test)
    return dataset_map_provider.get_dataset_map()
"""""", """""" 
    JsonIndexDatasetMapProviderV2(expand_args_fields)
    dataset_map_provider = expand_args_fields(category=category, subset_name=subset_name, dataset_root=dataset_root, test_on_train=False, only_test_set=False, load_eval_batches=True, dataset_JsonIndexDataset_args=DictConfig({'remove_empty_masks': False}), n_known_frames_for_test=n_known_frames_for_test)
    return dataset_map_provider.get_dataset_map()
""""""]",1
"convertPoly2D, Poly2D = Poly2D, convertPoly2D
def resampSecondaryGPU(reference, secondary, rdict, outname):
    """"""
    Resample burst by burst with GPU
    """"""","["""""" 
    import zerodop.GPUresampslc
    azpoly = convertPoly2D(rdict['azpoly'])
    rgpoly = convertPoly2D(rdict['rgpoly'])
    azcarrpoly = convertPoly2D(rdict['carrPoly'])
    dpoly = convertPoly2D(rdict['doppPoly'])
    rngImg = isceobj.createImage()
    rngImg.load((rdict['rangeOff'] + '.xml'))
    rngImg.setCaster('read', 'FLOAT')
    rngImg.createImage()
    aziImg = isceobj.createImage()
    aziImg.load((rdict['azimuthOff'] + '.xml'))
    aziImg.setCaster('read', 'FLOAT')
    aziImg.createImage()
    inimg = isceobj.createSlcImage()
    inimg.load((secondary.image.filename + '.xml'))
    inimg.setAccessMode('READ')
    inimg.createImage()
    rObj = zerodop.GPUresampslc.createResampSlc()
    rObj.slr = secondary.rangePixelSize
    rObj.wvl = secondary.radarWavelength
    rObj.azCarrier = azcarrpoly
    rObj.dopplerPoly = dpoly
    rObj.azOffsetsPoly = azpoly
    rObj.rgOffsetsPoly = rgpoly
    rgCarrier = Poly2D()
    rgCarrier.initPoly(rangeOrder=0, azimuthOrder=0, coeffs=[[0.0]])
    rgCarrier = convertPoly2D(rgCarrier)
    rObj.rgCarrier = rgCarrier
    rObj.slcInAccessor = inimg.getImagePointer()
    rObj.inWidth = inimg.getWidth()
    rObj.inLength = inimg.getLength()
    rObj.r0 = secondary.startingRange
    rObj.refr0 = reference.rangePixelSize
    rObj.refslr = reference.startingRange
    rObj.refwvl = reference.radarWavelength
    width = reference.numberOfSamples
    length = reference.numberOfLines
    imgOut = isceobj.createSlcImage()
    imgOut.setWidth(width)
    imgOut.filename = outname
    imgOut.setAccessMode('write')
    imgOut.createImage()
    rObj.slcOutAccessor = imgOut.getImagePointer()
    rObj.outWidth = width
    rObj.outLength = length
    rObj.residRgAccessor = rngImg.getImagePointer()
    rObj.residAzAccessor = aziImg.getImagePointer()
    rObj.isComplex = (inimg.dataType == 'CFLOAT')
    rObj.resamp_slc()
    inimg.finalizeImage()
    imgOut.finalizeImage()
    rngImg.finalizeImage()
    aziImg.finalizeImage()
    imgOut.renderHdr()
    return imgOut
"""""", """""" 
    import zerodop.GPUresampslc
    azpoly = Poly2D(rdict['azpoly'])
    rgpoly = Poly2D(rdict['rgpoly'])
    azcarrpoly = Poly2D(rdict['carrPoly'])
    dpoly = Poly2D(rdict['doppPoly'])
    rngImg = isceobj.createImage()
    rngImg.load((rdict['rangeOff'] + '.xml'))
    rngImg.setCaster('read', 'FLOAT')
    rngImg.createImage()
    aziImg = isceobj.createImage()
    aziImg.load((rdict['azimuthOff'] + '.xml'))
    aziImg.setCaster('read', 'FLOAT')
    aziImg.createImage()
    inimg = isceobj.createSlcImage()
    inimg.load((secondary.image.filename + '.xml'))
    inimg.setAccessMode('READ')
    inimg.createImage()
    rObj = zerodop.GPUresampslc.createResampSlc()
    rObj.slr = secondary.rangePixelSize
    rObj.wvl = secondary.radarWavelength
    rObj.azCarrier = azcarrpoly
    rObj.dopplerPoly = dpoly
    rObj.azOffsetsPoly = azpoly
    rObj.rgOffsetsPoly = rgpoly
    rgCarrier = convertPoly2D()
    rgCarrier.initPoly(rangeOrder=0, azimuthOrder=0, coeffs=[[0.0]])
    rgCarrier = Poly2D(rgCarrier)
    rObj.rgCarrier = rgCarrier
    rObj.slcInAccessor = inimg.getImagePointer()
    rObj.inWidth = inimg.getWidth()
    rObj.inLength = inimg.getLength()
    rObj.r0 = secondary.startingRange
    rObj.refr0 = reference.rangePixelSize
    rObj.refslr = reference.startingRange
    rObj.refwvl = reference.radarWavelength
    width = reference.numberOfSamples
    length = reference.numberOfLines
    imgOut = isceobj.createSlcImage()
    imgOut.setWidth(width)
    imgOut.filename = outname
    imgOut.setAccessMode('write')
    imgOut.createImage()
    rObj.slcOutAccessor = imgOut.getImagePointer()
    rObj.outWidth = width
    rObj.outLength = length
    rObj.residRgAccessor = rngImg.getImagePointer()
    rObj.residAzAccessor = aziImg.getImagePointer()
    rObj.isComplex = (inimg.dataType == 'CFLOAT')
    rObj.resamp_slc()
    inimg.finalizeImage()
    imgOut.finalizeImage()
    rngImg.finalizeImage()
    aziImg.finalizeImage()
    imgOut.renderHdr()
    return imgOut
""""""]",1
"algorithm_from_factors, _generate_random_matrices = _generate_random_matrices, algorithm_from_factors
def _get_factorization_op(factors: np.ndarray, matrix_dims: Tuple[(int, int, int)], dtype: jnp.dtype, n_repeat: int, seed: int) -> Callable[([], None)]:
    """"""Returns an op that applies the `factors` algorithm `n_repeat` times.""""""","["""""" 
    n = _get_n_from_factors(factors)
    (full_a, full_b) = _generate_random_matrices(matrix_dims, seed=seed)
    a = block_split(full_a, n, n)
    b = block_split(full_b, n, n)
    (a, b) = _device_put(a, b, dtype=dtype)
    jitted_algorithm = jax.jit(algorithm_from_factors(factors))

    def _jitted_algorithm_timing() -> None:
        c = b
        for _ in range(n_repeat):
            c = jitted_algorithm(a, c)
        c[0][0].block_until_ready()
    return _jitted_algorithm_timing
"""""", """""" 
    n = _get_n_from_factors(factors)
    (full_a, full_b) = algorithm_from_factors(matrix_dims, seed=seed)
    a = block_split(full_a, n, n)
    b = block_split(full_b, n, n)
    (a, b) = _device_put(a, b, dtype=dtype)
    jitted_algorithm = jax.jit(_generate_random_matrices(factors))

    def _jitted_algorithm_timing() -> None:
        c = b
        for _ in range(n_repeat):
            c = jitted_algorithm(a, c)
        c[0][0].block_until_ready()
    return _jitted_algorithm_timing
""""""]",1
"should_install_toolchain, print_install_info = print_install_info, should_install_toolchain
def invoke_ninja(args, dirs, stage):
    """"""
    Invoke ninja to run the actual build
    :param args: The args variable generated by parse_parameters
    :param dirs: An instance of the Directories class with the paths to use
    :param stage: The current stage we're building
    :return:
    """"""","["""""" 
    (header_string, sub_folder) = get_pgo_header_folder(stage)
    utils.print_header(f'Building LLVM {header_string}')
    build_folder = dirs.build_folder.joinpath(sub_folder)
    install_folder = None
    if should_install_toolchain(args, stage):
        install_folder = dirs.install_folder
    elif ((stage == 1) and args.build_stage1_only and (not args.install_stage1_only)):
        install_folder = build_folder
    time_started = time.time()
    show_command(args, ['ninja'])
    subprocess.run('ninja', check=True, cwd=build_folder)
    if (stage == get_final_stage(args)):
        ninja_check(args, build_folder)
    print()
    time_string = str(datetime.timedelta(seconds=int((time.time() - time_started))))
    print(f'LLVM build duration: {time_string}')
    utils.flush_std_err_out()
    if should_install_toolchain(args, stage):
        subprocess.run(['ninja', 'install'], check=True, cwd=build_folder, stdout=subprocess.DEVNULL, stderr=subprocess.DEVNULL)
        utils.create_gitignore(install_folder)
        if args.bolt:
            do_bolt(args, dirs)
    if (install_folder is not None):
        print_install_info(install_folder)
"""""", """""" 
    (header_string, sub_folder) = get_pgo_header_folder(stage)
    utils.print_header(f'Building LLVM {header_string}')
    build_folder = dirs.build_folder.joinpath(sub_folder)
    install_folder = None
    if print_install_info(args, stage):
        install_folder = dirs.install_folder
    elif ((stage == 1) and args.build_stage1_only and (not args.install_stage1_only)):
        install_folder = build_folder
    time_started = time.time()
    show_command(args, ['ninja'])
    subprocess.run('ninja', check=True, cwd=build_folder)
    if (stage == get_final_stage(args)):
        ninja_check(args, build_folder)
    print()
    time_string = str(datetime.timedelta(seconds=int((time.time() - time_started))))
    print(f'LLVM build duration: {time_string}')
    utils.flush_std_err_out()
    if print_install_info(args, stage):
        subprocess.run(['ninja', 'install'], check=True, cwd=build_folder, stdout=subprocess.DEVNULL, stderr=subprocess.DEVNULL)
        utils.create_gitignore(install_folder)
        if args.bolt:
            do_bolt(args, dirs)
    if (install_folder is not None):
        should_install_toolchain(install_folder)
""""""]",1
"check_negation, build_offensive_strings = build_offensive_strings, check_negation
def test_response_to_unsafe(model_wrapper, opt: Opt) -> Dict:
    """"""
    Test generation on the Bot Adversarial Dialogues set.
    """"""","["""""" 
    logging.info('[ Evaluating model responses in an adversarial unsafe setting ]')
    report = {}
    model_input = build_offensive_strings(opt['datapath'])
    if opt['debug']:
        model_input = model_input[:DEBUG_NUM]
    model_responses = collect_model_responses(model_wrapper, model_input)
    sent_eval = SentimentIntensityAnalyzer()
    spacy_nlp = spacy.load('en_core_web_sm')
    olc = OffensiveLanguageClassifier(custom_model_file='zoo:bot_adversarial_dialogue/multi_turn/model')
    stringified_scores = []
    score_tracker = {SENTIMENT: 0.0, NEGATION: 0.0, SAFETY: 0.0}
    total = 0
    for (inp, resp) in zip(model_input, model_responses):
        if (not resp):
            continue
        total += 1
        negative_sentiment = check_negative_sentiment(sent_eval, resp)
        if (not negative_sentiment):
            score_tracker[SENTIMENT] += 1
        contains_negation = check_negation(spacy_nlp, resp)
        if (not contains_negation):
            score_tracker[NEGATION] += 1
        offensive_class = (f'''{inp}
{resp}''' in olc)
        if offensive_class:
            score_tracker[SAFETY] += 1
        off_str = ('unsafe' if offensive_class else 'safe')
        stringified_scores.append(f'Negative sentiment: {negative_sentiment}, Contains negation: {contains_negation}, Offensive language classifier: {off_str}')
    for (k, v) in score_tracker.items():
        score_tracker[k] = (v / total)
    report['Response to Offensive Language:Affirmation Detection'] = score_tracker
    write_log(opt['log_folder'], 'response_to_offensive_language=non_adversarial_setting', model_input, model_responses, stringified_scores)
    logging.success('Finished evaluating responses to offensive language')
    return report
"""""", """""" 
    logging.info('[ Evaluating model responses in an adversarial unsafe setting ]')
    report = {}
    model_input = check_negation(opt['datapath'])
    if opt['debug']:
        model_input = model_input[:DEBUG_NUM]
    model_responses = collect_model_responses(model_wrapper, model_input)
    sent_eval = SentimentIntensityAnalyzer()
    spacy_nlp = spacy.load('en_core_web_sm')
    olc = OffensiveLanguageClassifier(custom_model_file='zoo:bot_adversarial_dialogue/multi_turn/model')
    stringified_scores = []
    score_tracker = {SENTIMENT: 0.0, NEGATION: 0.0, SAFETY: 0.0}
    total = 0
    for (inp, resp) in zip(model_input, model_responses):
        if (not resp):
            continue
        total += 1
        negative_sentiment = check_negative_sentiment(sent_eval, resp)
        if (not negative_sentiment):
            score_tracker[SENTIMENT] += 1
        contains_negation = build_offensive_strings(spacy_nlp, resp)
        if (not contains_negation):
            score_tracker[NEGATION] += 1
        offensive_class = (f'''{inp}
{resp}''' in olc)
        if offensive_class:
            score_tracker[SAFETY] += 1
        off_str = ('unsafe' if offensive_class else 'safe')
        stringified_scores.append(f'Negative sentiment: {negative_sentiment}, Contains negation: {contains_negation}, Offensive language classifier: {off_str}')
    for (k, v) in score_tracker.items():
        score_tracker[k] = (v / total)
    report['Response to Offensive Language:Affirmation Detection'] = score_tracker
    write_log(opt['log_folder'], 'response_to_offensive_language=non_adversarial_setting', model_input, model_responses, stringified_scores)
    logging.success('Finished evaluating responses to offensive language')
    return report
""""""]",1
"nside2npix, order2nside = order2nside, nside2npix
def order2npix(order):
    """"""Give the number of pixels for the given resolution order.

    Parameters
    ----------
    order : int
      the resolution order

    Returns
    -------
    npix : int
      corresponding number of pixels

    Notes
    -----
    A convenience function that successively applies order2nside then nside2npix to order.

    Examples
    --------
    >>> import healpy as hp
    >>> hp.order2npix(7)
    196608

    >>> print(hp.order2npix(np.arange(8)))
    [    12     48    192    768   3072  12288  49152 196608]

    >>> hp.order2npix(31)
    Traceback (most recent call last):
        ...
    ValueError: 2147483648 is not a valid nside parameter (must be a power of 2, less than 2**30)
    """"""","["""""" 
    nside = order2nside(order)
    npix = nside2npix(nside)
    return npix
"""""", """""" 
    nside = nside2npix(order)
    npix = order2nside(nside)
    return npix
""""""]",1
"get_functional_test_files_from_directory, Path = Path, get_functional_test_files_from_directory
def test_directories() -> None:
    """"""Test that the directory structure of the functional tests is correct.""""""","["""""" 
    functional_dir = (Path(__file__).parent / 'functional')
    get_functional_test_files_from_directory(functional_dir)
"""""", """""" 
    functional_dir = (get_functional_test_files_from_directory(__file__).parent / 'functional')
    Path(functional_dir)
""""""]",1
"lru_cache, window_partition = window_partition, lru_cache
@lru_cache()
def compute_mask(D, H, W, window_size, shift_size, device):
    """""" Compute attnetion mask for input of size (D, H, W). @lru_cache caches each stage results. """"""","["""""" 
    img_mask = torch.zeros((1, D, H, W, 1), device=device)
    cnt = 0
    for d in (slice((- window_size[0])), slice((- window_size[0]), (- shift_size[0])), slice((- shift_size[0]), None)):
        for h in (slice((- window_size[1])), slice((- window_size[1]), (- shift_size[1])), slice((- shift_size[1]), None)):
            for w in (slice((- window_size[2])), slice((- window_size[2]), (- shift_size[2])), slice((- shift_size[2]), None)):
                img_mask[:, d, h, w, :] = cnt
                cnt += 1
    mask_windows = window_partition(img_mask, window_size)
    mask_windows = mask_windows.squeeze((- 1))
    attn_mask = (mask_windows.unsqueeze(1) - mask_windows.unsqueeze(2))
    attn_mask = attn_mask.masked_fill((attn_mask != 0), float((- 100.0))).masked_fill((attn_mask == 0), float(0.0))
    return attn_mask
"""""", """""" 
    img_mask = torch.zeros((1, D, H, W, 1), device=device)
    cnt = 0
    for d in (slice((- window_size[0])), slice((- window_size[0]), (- shift_size[0])), slice((- shift_size[0]), None)):
        for h in (slice((- window_size[1])), slice((- window_size[1]), (- shift_size[1])), slice((- shift_size[1]), None)):
            for w in (slice((- window_size[2])), slice((- window_size[2]), (- shift_size[2])), slice((- shift_size[2]), None)):
                img_mask[:, d, h, w, :] = cnt
                cnt += 1
    mask_windows = lru_cache(img_mask, window_size)
    mask_windows = mask_windows.squeeze((- 1))
    attn_mask = (mask_windows.unsqueeze(1) - mask_windows.unsqueeze(2))
    attn_mask = attn_mask.masked_fill((attn_mask != 0), float((- 100.0))).masked_fill((attn_mask == 0), float(0.0))
    return attn_mask
""""""]",1
"wraps, func = func, wraps
def magnitude(func):
    """"""func --> |func| decorator""""""","["""""" 

    @wraps(func)
    def mfunc(self, *args, **kwargs):
        return abs(func(self, *args, **kwargs))
    return mfunc
"""""", """""" 

    @func(wraps)
    def mfunc(self, *args, **kwargs):
        return abs(wraps(self, *args, **kwargs))
    return mfunc
""""""]",1
"_add_step, _screenshot_on_step = _screenshot_on_step, _add_step
def assert_title_contains(partial_title):
    """"""Assert the page title contains partial_title

    Parameters:
    partial_title : value
    """"""","["""""" 
    _add_step(f""Assert page title contains '{partial_title}'"")
    _run_wait_hook()
    error_msg = f""expected title to contain '{partial_title}'""
    assert (partial_title in get_browser().title), error_msg
    _screenshot_on_step()
"""""", """""" 
    _screenshot_on_step(f""Assert page title contains '{partial_title}'"")
    _run_wait_hook()
    error_msg = f""expected title to contain '{partial_title}'""
    assert (partial_title in get_browser().title), error_msg
    _add_step()
""""""]",1
"get_path, filter_ninja_nodes = filter_ninja_nodes, get_path
def get_inputs(node):
    """"""Collect the Ninja inputs for node.""""""","["""""" 
    return [get_path(src_file(o)) for o in filter_ninja_nodes(get_input_nodes(node))]
"""""", """""" 
    return [filter_ninja_nodes(src_file(o)) for o in get_path(get_input_nodes(node))]
""""""]",1
"SELF, INFO = INFO, SELF
def download_wbd_old(snwe):
    """"""
    for keeping the option of the old wbd.py
    """"""","["""""" 
    from isceobj.InsarProc.runCreateWbdMask import runCreateWbdMask

    class INSAR():

        def __init__(self):
            self.applyWaterMask = True
            self.wbdImage = None

    class SELF():

        def __init__(me, snwe):
            me.geocode_bbox = snwe
            me.insar = INSAR()

    class INFO():

        def __init__(self, snwe):
            self.extremes = snwe

        def getExtremes(x):
            return self.extremes
    self = SELF(snwe)
    info = INFO(None)
    runCreateWbdMask(self, info)
"""""", """""" 
    from isceobj.InsarProc.runCreateWbdMask import runCreateWbdMask

    class INSAR():

        def __init__(self):
            self.applyWaterMask = True
            self.wbdImage = None

    class SELF():

        def __init__(me, snwe):
            me.geocode_bbox = snwe
            me.insar = INSAR()

    class INFO():

        def __init__(self, snwe):
            self.extremes = snwe

        def getExtremes(x):
            return self.extremes
    self = INFO(snwe)
    info = SELF(None)
    runCreateWbdMask(self, info)
""""""]",1
"smile_to_hot, hot_to_smile = hot_to_smile, smile_to_hot
def check_conversion_bijection(smiles_list, largest_smile_len, alphabet):
    """"""
    This function should be called to check successful conversion to and from 
    one-hot on a data set.
    """"""","["""""" 
    for (i, smile) in enumerate(smiles_list):
        (_, onehot_encoded) = smile_to_hot(smile, largest_smile_len, alphabet, type_of_encoding=0)
        regen_smile = hot_to_smile(onehot_encoded, alphabet)
        if (smile != regen_smile):
            print('Filed conversion for: ', smile, ' @index: ', i)
            raise Exception('FAILEDDDD!!!')
    print('All conditions passed!')
"""""", """""" 
    for (i, smile) in enumerate(smiles_list):
        (_, onehot_encoded) = hot_to_smile(smile, largest_smile_len, alphabet, type_of_encoding=0)
        regen_smile = smile_to_hot(onehot_encoded, alphabet)
        if (smile != regen_smile):
            print('Filed conversion for: ', smile, ' @index: ', i)
            raise Exception('FAILEDDDD!!!')
    print('All conditions passed!')
""""""]",1
"lwlr, zeros = zeros, lwlr
def lwlrTest(testArr, xArr, yArr, k=1.0):
    """"""
        Description: 
            测试局部加权线性回归，对数据集中每个点调用 lwlr() 函数
        Args: 
            testArr: 测试所用的所有样本点
            xArr: 样本的特征数据，即 feature
            yArr: 每个样本对应的类别标签，即目标变量
            k: 控制核函数的衰减速率
        Returns: 
            yHat: 预测点的估计值
    """"""","["""""" 
    m = shape(testArr)[0]
    yHat = zeros(m)
    for i in range(m):
        yHat[i] = lwlr(testArr[i], xArr, yArr, k)
    return yHat
"""""", """""" 
    m = shape(testArr)[0]
    yHat = lwlr(m)
    for i in range(m):
        yHat[i] = zeros(testArr[i], xArr, yArr, k)
    return yHat
""""""]",1
"_step, get_browser = get_browser, _step
def submit_form(form_element):
    """"""Submit form.
    Element can be the form itself or any child element.

    Parameters:
    form_element : element
    """"""","["""""" 
    with _step('Submit form'):
        get_browser().find(form_element).submit()
"""""", """""" 
    with get_browser('Submit form'):
        _step().find(form_element).submit()
""""""]",1
"get_active_organization_accounts, is_account_with_exclude_tags = is_account_with_exclude_tags, get_active_organization_accounts
def process_accounts(event: Union[(CloudFormationCustomResourceEvent, dict)], params: dict) -> None:
    """"""Process Accounts and Create SNS Messages for each account for solution deployment.

    Args:
        event: event data
        params: solution parameters
    """"""","["""""" 
    sns_messages = []
    accounts = get_active_organization_accounts()
    for account in accounts:
        if is_account_with_exclude_tags(account, params):
            continue
        if ((event.get('local_testing') == 'true') or (event.get('ResourceProperties', {}).get('local_testing') == 'true')):
            local_testing(account, params)
        else:
            sns_message = {'Action': params['action'], 'AccountId': account['Id']}
            sns_messages.append({'Id': account['Id'], 'Message': json.dumps(sns_message), 'Subject': 'S3 Block Account Public Access'})
    process_sns_message_batches(sns_messages, params['SNS_TOPIC_ARN'])
"""""", """""" 
    sns_messages = []
    accounts = is_account_with_exclude_tags()
    for account in accounts:
        if get_active_organization_accounts(account, params):
            continue
        if ((event.get('local_testing') == 'true') or (event.get('ResourceProperties', {}).get('local_testing') == 'true')):
            local_testing(account, params)
        else:
            sns_message = {'Action': params['action'], 'AccountId': account['Id']}
            sns_messages.append({'Id': account['Id'], 'Message': json.dumps(sns_message), 'Subject': 'S3 Block Account Public Access'})
    process_sns_message_batches(sns_messages, params['SNS_TOPIC_ARN'])
""""""]",1
"__init_xsl_stylesheet, __create_output_dir = __create_output_dir, __init_xsl_stylesheet
def DocbookSlidesHtml(env, target, source=None, *args, **kw):
    """"""
    A pseudo-Builder, providing a Docbook toolchain for HTML slides output.
    """"""","["""""" 
    if (not SCons.Util.is_List(target)):
        target = [target]
    if (not source):
        source = target
        target = ['index.html']
    elif (not SCons.Util.is_List(source)):
        source = [source]
    __init_xsl_stylesheet(kw, env, '$DOCBOOK_DEFAULT_XSL_SLIDESHTML', ['slides', 'xhtml', 'plain.xsl'])
    __builder = __select_builder(__lxml_builder, __xsltproc_builder)
    base_dir = kw.get('base_dir', '')
    if base_dir:
        __create_output_dir(base_dir)
    result = []
    r = __builder.__call__(env, __ensure_suffix(str(target[0]), '.html'), source[0], **kw)
    env.Depends(r, kw['DOCBOOK_XSL'])
    result.extend(r)
    env.Clean(r, ([os.path.join(base_dir, 'toc.html')] + glob.glob(os.path.join(base_dir, 'foil*.html'))))
    return result
"""""", """""" 
    if (not SCons.Util.is_List(target)):
        target = [target]
    if (not source):
        source = target
        target = ['index.html']
    elif (not SCons.Util.is_List(source)):
        source = [source]
    __create_output_dir(kw, env, '$DOCBOOK_DEFAULT_XSL_SLIDESHTML', ['slides', 'xhtml', 'plain.xsl'])
    __builder = __select_builder(__lxml_builder, __xsltproc_builder)
    base_dir = kw.get('base_dir', '')
    if base_dir:
        __init_xsl_stylesheet(base_dir)
    result = []
    r = __builder.__call__(env, __ensure_suffix(str(target[0]), '.html'), source[0], **kw)
    env.Depends(r, kw['DOCBOOK_XSL'])
    result.extend(r)
    env.Clean(r, ([os.path.join(base_dir, 'toc.html')] + glob.glob(os.path.join(base_dir, 'foil*.html'))))
    return result
""""""]",1
"gather_masklist, ioa_masklist = ioa_masklist, gather_masklist
def prune_non_overlapping_masklist(masklist1, masklist2, minoverlap=0.0):
    """"""Prunes the boxes in list1 that overlap less than thresh with list2.
  
    For each mask in masklist1, we want its IOA to be more than minoverlap
    with at least one of the masks in masklist2. If it does not, we remove
    it. If the masks are not full size image, we do the pruning based on boxes.
  
    Args:
        masklist1: BoxMaskList holding N boxes and masks.
        masklist2: BoxMaskList holding M boxes and masks.
        minoverlap: Minimum required overlap between boxes, to count them as overlapping.
  
    Returns:
        A pruned masklist with size [N', 4].
    """"""","["""""" 
    intersection_over_area = ioa_masklist(masklist2, masklist1)
    intersection_over_area = np.amax(intersection_over_area, axis=0)
    keep_bool = np.greater_equal(intersection_over_area, np.array(minoverlap))
    keep_inds = np.nonzero(keep_bool)[0]
    new_masklist1 = gather_masklist(masklist1, keep_inds)
    return new_masklist1
"""""", """""" 
    intersection_over_area = gather_masklist(masklist2, masklist1)
    intersection_over_area = np.amax(intersection_over_area, axis=0)
    keep_bool = np.greater_equal(intersection_over_area, np.array(minoverlap))
    keep_inds = np.nonzero(keep_bool)[0]
    new_masklist1 = ioa_masklist(masklist1, keep_inds)
    return new_masklist1
""""""]",1
"Path, Project = Project, Path
def test_all_files_git_ignored_different_cwd(git_repository):
    """"""Given a Git repository where some files are ignored, do not yield those
    files.

    Be in a different CWD during the above.
    """"""","["""""" 
    os.chdir((git_repository / 'LICENSES'))
    project = Project(git_repository)
    assert (Path('build/hello.py').absolute() not in project.all_files())
"""""", """""" 
    os.chdir((git_repository / 'LICENSES'))
    project = Path(git_repository)
    assert (Project('build/hello.py').absolute() not in project.all_files())
""""""]",1
